 Código,Programa,Instituição de Ensino,Sigla da IES,Modalidade,Área de Avaliação,Nota da Avaliação
40001016003P2,CIÊNCIAS (BIOQUÍMICA),UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,7
40001016007P8,BIOLOGIA CELULAR E MOLECULAR,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
40001016038P0,FARMACOLOGIA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
41001010024P6,FARMACOLOGIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,6
41001010027P5,NEUROCIÊNCIAS,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,6
42001013006P7,CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,7
42001013009P6,CIÊNCIAS BIOLÓGICAS (FISIOLOGIA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
42001013011P0,CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
42002010023P9,CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA),UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,6
42004012008P9,Ciências Fisiológicas,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
52001016005P9,CIÊNCIAS BIOLÓGICAS,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
22001018052P2,FARMACOLOGIA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,5
31010016013P8,TECNOLOGIA DE IMUNOBIOLÓGICOS,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,4
42002010032P8,Ciências Biológicas: Farmacologia,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
21001014013P4,FARMACOLOGIA,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
41001010069P0,BIOQUÍMICA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,6
32012012005P0,Biociências,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,3
32001010085P6,Inovação Tecnológica e Propriedade Intelectual,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,5
41001010076P6,FARMACOLOGIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,5
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,SOCIEDADE BRASILEIRA DE FISIOLOGIA,SBFIS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
33114013002P4,Ciências Biomédicas,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO,FHO,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
23001011054P8,NEUROCIÊNCIAS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
40001016072P4,FISIOLOGIA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
33001014037P4,CIÊNCIAS FISIOLÓGICAS,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
33144010007P5,Biossistemas,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
27001016031P9,Ciências Fisiológicas,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
42046017002P0,Bioquímica,UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
31001017144P0,Formação em Ciências para Professores.,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,3
42003016040P3,Bioquímica e Bioprospecção,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
30001013049P4,Bioquímica,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
31001017148P5,FORMAÇÃO PARA A PESQUISA BIOMÉDICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,4
31001017149P1,"Educação, Gestão e Difusão em Biociências",UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,4
31001017153P9,NEUROCIÊNCIA TRANSLACIONAL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
15010015004P3,BIOCIÊNCIAS,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,3
40005011018P5,CIÊNCIAS BIOMÉDICAS,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,3
23001011070P3,Biologia Estrutural e Funcional,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
31099017001P1,Ciências Aplicadas ao Sistema Musculoesquelético,INSTITUTO NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA JAMIL HADDAD,INTO,Prof.,CIÊNCIAS BIOLÓGICAS II                            ,5
33287015001P7,Multicêntrico em Bioquímica e Biologia Molecular,SOCIEDADE BRASILEIRA DE BIOQUÍMICA E BIOLOGIA MOLECULAR,SBBQ,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
22001018082P9,Ciências Morfofuncionais,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
31003010096P1,Ciências Biomédicas (Fisiologia e Farmacologia),UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
42001013105P5,Ciências Biológicas: Farmacologia e Terapêutica,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
25001019097P4,MORFOTECNOLOGIA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,3
40004015071P7,CIÊNCIAS FISIOLÓGICAS,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
31035019005P0,BIOMEDICINA TRANSLACIONAL,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
32001010171P0,INOVAÇÃO TECNOLÓGICA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
40043010006P1,BIOCIÊNCIAS,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
32018010043P8,CIÊNCIAS MORFOFUNCIONAIS,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,3
22005013004P3,QUÍMICA BIOLÓGICA ,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,5
40002012175P4,CIÊNCIAS FISIOLÓGICAS,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
40004015078P1,BIOQUÍMICA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,CIÊNCIAS BIOLÓGICAS II                            ,4
10001018002P1,BIOLOGIA EXPERIMENTAL,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ RONDÔNIA,FIOCRUZ-FIOCRUZ RO,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
15001016040P4,BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,6
22001018042P7,MICROBIOLOGIA MÉDICA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,6
28001010025P5,IMUNOLOGIA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
31001017017P8,CIÊNCIAS (MICROBIOLOGIA),UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
31004016018P3,MICROBIOLOGIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
31010016001P0,BIOLOGIA PARASITÁRIA,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
32001010008P1,CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA),UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
32001010010P6,PARASITOLOGIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
32006012004P8,IMUNOLOGIA E PARASITOLOGIA APLICADAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
33002010022P3,CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA),UNIVERSIDADE DE SÃO PAULO,USP,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
33002010026P9,CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO),UNIVERSIDADE DE SÃO PAULO,USP,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
33002010121P1,IMUNOLOGIA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
33002029026P4,IMUNOLOGIA BÁSICA E APLICADA,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,USP-RIBEIRÃO PRETO,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
33003017052P6,BIOLOGIA ANIMAL,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
33009015003P3,MICROBIOLOGIA E IMUNOLOGIA,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,7
40001016044P0,"MICROBIOLOGIA, PARASITOLOGIA E PATOLOGIA",UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
40002012016P3,MICROBIOLOGIA,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
41001010035P8,BIOTECNOLOGIA E BIOCIÊNCIAS,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
42003016022P5,Microbiologia e Parasitologia,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
53001010031P6,PATOLOGIA MOLECULAR,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,6
33004153074P9,MICROBIOLOGIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS SÃO JOSÉ DO RIO PRETO,UNESP-SÃO JOSÉ DO RIO PRETO,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
31003010058P2,MICROBIOLOGIA E PARASITOLOGIA APLICADAS,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
12001015034P6,IMUNOLOGIA BÁSICA E APLICADA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
15006018002P7,BIOLOGIA PARASITÁRIA NA AMAZÔNIA,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
27001016028P8,Biologia de Agentes Infecciosos e Parasitários (PROBIP),UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
52001016053P3,BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
50001019031P4,IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
31010016030P0,Biociências e Biotecnologia em Saúde,FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,5
31001017147P9,Imunologia e Inflamaçao,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,6
53001010094P8,Biologia Microbiana,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
15012018001P7,VIROLOGIA,INSTITUTO EVANDRO CHAGAS,IEC,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
32001010095P1,MICROBIOLOGIA APLICADA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Prof.,CIÊNCIAS BIOLÓGICAS III                           ,3
23001011073P2,Biologia Parasitária,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
28001010171P1,MICROBIOLOGIA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,3
13009001041P0,BIOLOGIA DA INTERAÇÃO PATÓGENO HOSPEDEIRO,"FUNDAÇÃO OSWALDO CRUZ - INSTITUTO LEONIDAS E MARIA DEANE, FIOCRUZ AMAZÔNIA",FIOCRUZ-ILMD,Aca.,CIÊNCIAS BIOLÓGICAS III                           ,4
15001016031P5,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,ENGENHARIAS I                                     ,4
22001018010P8,ENGENHARIA CIVIL (RECURSOS HÍDRICOS),UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,ENGENHARIAS I                                     ,7
22001018036P7,ENGENHARIA DE TRANSPORTES,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,ENGENHARIAS I                                     ,6
23001011023P5,ENGENHARIA CIVIL E AMBIENTAL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,ENGENHARIAS I                                     ,4
24001015040P0,ENGENHARIA CIVIL E AMBIENTAL,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,ENGENHARIAS I                                     ,5
24009016002P1,ENGENHARIA CIVIL E AMBIENTAL,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Aca.,ENGENHARIAS I                                     ,5
25001019040P2,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,ENGENHARIAS I                                     ,6
25002015002P0,ENGENHARIA CIVIL,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Aca.,ENGENHARIAS I                                     ,2
26001012012P1,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,ENGENHARIAS I                                     ,4
28001010038P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,ENGENHARIAS I                                     ,1
30001013003P4,ENGENHARIA AMBIENTAL,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,ENGENHARIAS I                                     ,5
30001013012P3,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,ENGENHARIAS I                                     ,4
31001017028P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ENGENHARIAS I                                     ,7
31001017038P5,ENGENHARIA DE TRANSPORTES,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ENGENHARIAS I                                     ,6
31001017115P0,ENGENHARIA AMBIENTAL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ENGENHARIAS I                                     ,3
31003010006P2,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,ENGENHARIAS I                                     ,4
31004016031P0,ENGENHARIA AMBIENTAL,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Prof.,ENGENHARIAS I                                     ,4
31004016034P9,ENGENHARIA CIVIL,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,ENGENHARIAS I                                     ,4
31005012010P9,ENGENHARIA CIVIL,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,ENGENHARIAS I                                     ,6
31007015010P1,ENGENHARIA DE TRANSPORTES,INSTITUTO MILITAR DE ENGENHARIA,IME,Aca.,ENGENHARIAS I                                     ,4
31033016012P4,ENGENHARIA CIVIL,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Aca.,ENGENHARIAS I                                     ,4
32001010014P1,"SANEAMENTO,  MEIO AMBIENTE E RECURSOS HÍDRICOS",UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,ENGENHARIAS I                                     ,7
32001010038P8,ENGENHARIA DE ESTRUTURAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,ENGENHARIAS I                                     ,5
32002017017P7,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Aca.,ENGENHARIAS I                                     ,5
32006012019P5,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,ENGENHARIAS I                                     ,4
32007019005P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Aca.,ENGENHARIAS I                                     ,5
32007019010P4,ENGENHARIA GEOTÉCNICA,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Prof.,ENGENHARIAS I                                     ,3
32007019011P0,ENGENHARIA AMBIENTAL,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Aca.,ENGENHARIAS I                                     ,6
33001014015P0,ENGENHARIA URBANA,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,ENGENHARIAS I                                     ,4
33001014018P0,Engenharia Civil,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,ENGENHARIAS I                                     ,5
33002010055P9,ENGENHARIA DE TRANSPORTES,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,ENGENHARIAS I                                     ,5
33002010130P0,ENGENHARIA CIVIL,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,ENGENHARIAS I                                     ,6
33002010190P3,ENGENHARIA DE SISTEMAS LOGÍSTICOS,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,ENGENHARIAS I                                     ,5
33002045007P0,ENGENHARIA CIVIL (ENGENHARIA DE ESTRUTURAS),UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,ENGENHARIAS I                                     ,7
33002045008P7,ENGENHARIA HIDRÁULICA E SANEAMENTO,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,ENGENHARIAS I                                     ,7
33002045009P3,GEOTECNIA,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,ENGENHARIAS I                                     ,5
33002045013P0,ENGENHARIA DE TRANSPORTES,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,ENGENHARIAS I                                     ,6
33002045016P0,CIÊNCIAS DA ENGENHARIA AMBIENTAL,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,ENGENHARIAS I                                     ,4
33003017041P4,ENGENHARIA CIVIL,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,ENGENHARIAS I                                     ,5
33004099084P5,ENGENHARIA CIVIL,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS ILHA SOLTEIRA,UNESP-ILHA SOLTEIRA,Aca.,ENGENHARIAS I                                     ,3
33011010009P6,ENGENHARIA DE INFRAESTRUTURA AERONÁUTICA,INSTITUTO TECNOLÓGICO DE AERONÁUTICA,ITA,Aca.,ENGENHARIAS I                                     ,5
33032017006P3,TECNOLOGIA AMBIENTAL,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Aca.,ENGENHARIAS I                                     ,3
33083010001P7,HABITAÇÃO: PLANEJAMENTO E TECNOLOGIA,INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO,IPT,Prof.,ENGENHARIAS I                                     ,3
40001016021P0,ENGENHARIA DE RECURSOS HÍDRICOS E AMBIENTAL,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,ENGENHARIAS I                                     ,4
40001016049P2,Engenharia Civil,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,ENGENHARIAS I                                     ,5
40002012027P5,Engenharia Civil,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,ENGENHARIAS I                                     ,4
41001010023P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,ENGENHARIAS I                                     ,6
41001010033P5,ENGENHARIA AMBIENTAL,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,ENGENHARIAS I                                     ,6
42001013014P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,ENGENHARIAS I                                     ,6
42001013015P6,RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,ENGENHARIAS I                                     ,6
42002010020P0,ENGENHARIA CIVIL,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,ENGENHARIAS I                                     ,4
42009014004P5,Engenharia Civil e Ambiental,UNIVERSIDADE DE PASSO FUNDO,UPF,Aca.,ENGENHARIAS I                                     ,5
51001012010P0,TECNOLOGIAS AMBIENTAIS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,ENGENHARIAS I                                     ,5
53001010030P0,TRANSPORTES,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,ENGENHARIAS I                                     ,3
53001010032P2,GEOTECNIA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,ENGENHARIAS I                                     ,6
53001010036P8,ESTRUTURAS E CONSTRUÇÃO CIVIL,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,ENGENHARIAS I                                     ,5
53001010041P1,TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,ENGENHARIAS I                                     ,3
26001012019P6,RECURSOS HIDRICOS E SANEAMENTO,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,ENGENHARIAS I                                     ,4
32001010071P5,CONSTRUÇÃO CIVIL,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,ENGENHARIAS I                                     ,4
42020018005P8,TECNOLOGIA AMBIENTAL,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Aca.,ENGENHARIAS I                                     ,5
28002016008P6,ENGENHARIA CIVIL E AMBIENTAL,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Aca.,ENGENHARIAS I                                     ,3
40004015027P8,ENGENHARIA URBANA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,ENGENHARIAS I                                     ,3
31040012001P5,ENGENHARIA AMBIENTAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF FLUMINENSE,Prof.,ENGENHARIAS I                                     ,3
25004018012P8,ENGENHARIA CIVIL,UNIVERSIDADE DE PERNAMBUCO,UPE,Aca.,ENGENHARIAS I                                     ,4
52001016039P0,"GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL",UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,ENGENHARIAS I                                     ,4
32007019013P3,GEOTECNIA,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Aca.,ENGENHARIAS I                                     ,4
42007011018P3,ENGENHARIA CIVIL,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Aca.,ENGENHARIAS I                                     ,5
50001019018P8,RECURSOS HÍDRICOS,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,ENGENHARIAS I                                     ,3
32020015004P3,ENGENHARIA CIVIL,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET-MG,Aca.,ENGENHARIAS I                                     ,5
22008012001P3,TECNOLOGIA E GESTÃO AMBIENTAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Aca.,ENGENHARIAS I                                     ,4
24004014005P9,CIÊNCIA E TECNOLOGIA AMBIENTAL,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Aca.,ENGENHARIAS I                                     ,4
